pegawai_bahasa_id;pegawai_nama;bahasa_nama;tahun_dari;pegawai_perwakilan
662;Pegawai 1509;English;29/04/2021;BPK Perwakilan Provinsi Bangka Belitung
663;Pegawai 1850;English;10/10/2021;BPK Perwakilan Provinsi Sulawesi Tengah
664;Pegawai 1892;English;02/02/2020;BPK Perwakilan Provinsi Kalimantan Utara
665;Pegawai 1067;English;24/08/2021;BPK Perwakilan Provinsi Maluku
666;Pegawai 1846;English;16/05/2021;BPK Perwakilan Provinsi Papua Barat
667;Pegawai 1624;English;27/06/2021;BPK Perwakilan Provinsi Sulawesi Barat
668;Pegawai 187;English;28/05/2019;BPK Perwakilan Provinsi DKI Jakarta
669;Pegawai 766;English;18/03/2019;BPK Perwakilan Provinsi Sulawesi Utara
670;Pegawai 1009;English;02/07/2020;BPK Perwakilan Provinsi Sulawesi Barat
671;Pegawai 159;English;27/04/2021;BPK Perwakilan Provinsi Kalimantan Tengah
672;Pegawai 1265;English;13/10/2021;BPK Perwakilan Provinsi Bali
673;Pegawai 665;English;15/07/2022;BPK Perwakilan Provinsi Kalimantan Selatan
674;Pegawai 817;English;13/07/2019;BPK Perwakilan Provinsi Aceh
675;Pegawai 21;English;10/07/2020;BPK Perwakilan Provinsi Bengkulu
676;Pegawai 1037;English;10/03/2020;BPK Perwakilan Provinsi Bengkulu
677;Pegawai 4;English;06/08/2022;BPK Perwakilan Provinsi Bali
678;Pegawai 431;English;26/05/2022;BPK Perwakilan Provinsi Sumatera Utara
679;Pegawai 470;English;16/02/2020;BPK Perwakilan Provinsi Kepulauan Riau
680;Pegawai 1878;English;24/06/2021;BPK Perwakilan Provinsi Gorontalo
681;Pegawai 1506;English;20/09/2022;BPK Perwakilan Provinsi Maluku
682;Pegawai 1236;English;16/07/2019;BPK Perwakilan Provinsi Jawa Barat
683;Pegawai 827;English;05/11/2019;BPK Perwakilan Provinsi Lampung
684;Pegawai 515;English;11/04/2020;BPK Perwakilan Provinsi Aceh
685;Pegawai 1054;English;14/08/2021;BPK Perwakilan Provinsi Papua Barat
686;Pegawai 1546;English;23/03/2022;BPK Perwakilan Provinsi Maluku Utara
687;Pegawai 96;English;22/01/2020;BPK Perwakilan Provinsi Jawa Tengah
688;Pegawai 1154;English;31/05/2020;BPK Perwakilan Provinsi Gorontalo
689;Pegawai 1368;English;25/03/2021;BPK Perwakilan Provinsi Banten
690;Pegawai 1324;English;05/11/2022;BPK Perwakilan Provinsi Aceh
691;Pegawai 959;English;15/06/2019;BPK Perwakilan Provinsi Jambi
692;Pegawai 1101;English;13/08/2021;BPK Perwakilan Provinsi Lampung
693;Pegawai 570;English;25/07/2022;BPK Perwakilan Provinsi Nusa Tenggara Barat
694;Pegawai 392;English;13/08/2021;BPK Perwakilan Provinsi Bengkulu
695;Pegawai 1044;English;07/06/2022;BPK Perwakilan Provinsi DI Yogyakarta
696;Pegawai 1701;English;07/07/2021;BPK Perwakilan Provinsi Lampung
697;Pegawai 163;English;23/10/2019;BPK Perwakilan Provinsi Aceh
698;Pegawai 109;English;02/03/2020;BPK Perwakilan Provinsi DI Yogyakarta
699;Pegawai 150;English;10/10/2019;BPK Perwakilan Provinsi Kalimantan Barat
700;Pegawai 337;English;09/07/2022;BPK Perwakilan Provinsi Bengkulu
701;Pegawai 389;English;14/07/2020;BPK Perwakilan Provinsi DI Yogyakarta
702;Pegawai 1620;English;26/07/2020;BPK Perwakilan Provinsi Nusa Tenggara Timur
703;Pegawai 1774;English;27/04/2021;BPK Perwakilan Provinsi Maluku Utara
704;Pegawai 1670;English;01/03/2021;BPK Perwakilan Provinsi Maluku Utara
705;Pegawai 203;English;25/07/2020;BPK Perwakilan Provinsi DI Yogyakarta
706;Pegawai 463;English;12/04/2021;BPK Perwakilan Provinsi Nusa Tenggara Timur
707;Pegawai 1419;English;22/05/2020;BPK Perwakilan Provinsi Jambi
708;Pegawai 208;English;20/11/2021;BPK Perwakilan Provinsi Bali
709;Pegawai 326;English;02/03/2020;BPK Perwakilan Provinsi Jawa Barat
710;Pegawai 1173;English;02/09/2021;BPK Perwakilan Provinsi Papua
711;Pegawai 720;English;18/06/2021;BPK Perwakilan Provinsi Bali
712;Pegawai 539;English;17/02/2020;BPK Perwakilan Provinsi DKI Jakarta
713;Pegawai 1577;English;28/09/2022;BPK Perwakilan Provinsi DKI Jakarta
714;Pegawai 1862;English;28/10/2020;BPK Perwakilan Provinsi Papua Barat
715;Pegawai 1317;English;08/09/2020;BPK Perwakilan Provinsi DKI Jakarta
716;Pegawai 711;English;25/09/2020;BPK Perwakilan Provinsi Bengkulu
717;Pegawai 1392;English;17/04/2022;BPK Perwakilan Provinsi Bangka Belitung
718;Pegawai 1164;English;15/09/2019;BPK Perwakilan Provinsi Jawa Tengah
719;Pegawai 572;English;18/01/2021;BPK Perwakilan Provinsi Kalimantan Selatan
720;Pegawai 24;English;05/05/2021;BPK Perwakilan Provinsi Kalimantan Utara
721;Pegawai 1983;English;21/05/2022;BPK Perwakilan Provinsi Jambi
722;Pegawai 1635;English;12/03/2019;BPK Perwakilan Provinsi Kepulauan Riau
723;Pegawai 833;English;08/07/2019;BPK Perwakilan Provinsi Papua
724;Pegawai 1891;English;23/12/2019;BPK Perwakilan Provinsi Kalimantan Selatan
725;Pegawai 191;English;01/11/2019;BPK Perwakilan Provinsi Aceh
726;Pegawai 1863;English;23/05/2021;BPK Perwakilan Provinsi Riau
727;Pegawai 856;English;26/05/2022;BPK Perwakilan Provinsi Sumatera Selatan
728;Pegawai 355;English;05/11/2021;BPK Perwakilan Provinsi Sumatera Utara
729;Pegawai 1453;English;21/06/2019;BPK Perwakilan Provinsi Banten
730;Pegawai 95;English;03/02/2020;BPK Perwakilan Provinsi Kalimantan Timur
731;Pegawai 1708;English;08/10/2020;BPK Perwakilan Provinsi Gorontalo
732;Pegawai 1861;English;05/05/2019;BPK Perwakilan Provinsi Sulawesi Barat
733;Pegawai 859;English;16/07/2020;BPK Perwakilan Provinsi Sulawesi Tengah
734;Pegawai 1593;English;19/04/2019;BPK Perwakilan Provinsi Sumatera Selatan
735;Pegawai 656;English;09/03/2020;BPK Perwakilan Provinsi Sumatera Utara
736;Pegawai 1524;English;05/11/2019;BPK Perwakilan Provinsi Kepulauan Riau
737;Pegawai 1966;English;15/11/2021;BPK Perwakilan Provinsi Nusa Tenggara Timur
738;Pegawai 786;English;14/03/2020;BPK Perwakilan Provinsi Papua Barat
739;Pegawai 1158;English;02/03/2021;BPK Perwakilan Provinsi Sumatera Utara
740;Pegawai 1652;English;10/01/2020;BPK Perwakilan Provinsi Banten
741;Pegawai 1011;English;29/08/2019;BPK Perwakilan Provinsi Kalimantan Barat
742;Pegawai 1592;English;23/11/2019;BPK Perwakilan Provinsi Kalimantan Barat
743;Pegawai 1061;English;07/03/2019;BPK Perwakilan Provinsi Sulawesi Barat
744;Pegawai 13;English;22/02/2019;BPK Perwakilan Provinsi Sumatera Selatan
745;Pegawai 1149;English;29/04/2021;BPK Perwakilan Provinsi Kalimantan Selatan
746;Pegawai 1646;English;09/11/2019;BPK Perwakilan Provinsi Papua Barat
747;Pegawai 1599;English;29/03/2022;BPK Perwakilan Provinsi Kalimantan Utara
748;Pegawai 1542;English;07/03/2019;BPK Perwakilan Provinsi Kalimantan Selatan
749;Pegawai 193;English;24/01/2020;BPK Perwakilan Provinsi Maluku
750;Pegawai 1767;English;20/05/2021;BPK Perwakilan Provinsi Sulawesi Tengah
751;Pegawai 211;English;14/03/2020;BPK Perwakilan Provinsi Bangka Belitung
752;Pegawai 788;English;16/08/2020;BPK Perwakilan Provinsi Riau
753;Pegawai 1628;English;27/03/2020;BPK Perwakilan Provinsi Jawa Timur
754;Pegawai 1212;English;06/02/2020;BPK Perwakilan Provinsi Maluku Utara
755;Pegawai 875;English;12/11/2019;BPK Perwakilan Provinsi DI Yogyakarta
756;Pegawai 971;English;21/03/2020;BPK Perwakilan Provinsi Papua Barat
757;Pegawai 946;English;03/03/2022;BPK Perwakilan Provinsi DKI Jakarta
758;Pegawai 1611;English;23/05/2020;BPK Perwakilan Provinsi Bengkulu
759;Pegawai 235;English;16/07/2020;BPK Perwakilan Provinsi Kalimantan Timur
760;Pegawai 87;English;27/07/2022;BPK Perwakilan Provinsi Kepulauan Riau
761;Pegawai 1288;English;14/01/2022;BPK Perwakilan Provinsi Sulawesi Tenggara
762;Pegawai 1672;English;10/05/2019;BPK Perwakilan Provinsi Jambi
763;Pegawai 1789;English;04/10/2020;BPK Perwakilan Provinsi DKI Jakarta
764;Pegawai 1026;English;13/04/2019;BPK Perwakilan Provinsi Banten
765;Pegawai 670;English;30/09/2021;BPK Perwakilan Provinsi DKI Jakarta
766;Pegawai 148;English;29/04/2021;BPK Perwakilan Provinsi Bengkulu
767;Pegawai 353;English;12/08/2021;BPK Perwakilan Provinsi Bangka Belitung
768;Pegawai 1974;English;15/02/2022;BPK Perwakilan Provinsi Sulawesi Tengah
769;Pegawai 823;English;11/04/2020;BPK Perwakilan Provinsi Kalimantan Tengah
770;Pegawai 24;English;05/09/2021;BPK Perwakilan Provinsi Kalimantan Utara
771;Pegawai 1334;English;13/08/2021;BPK Perwakilan Provinsi Bali
772;Pegawai 1348;English;05/08/2022;BPK Perwakilan Provinsi DI Yogyakarta
773;Pegawai 729;English;15/10/2021;BPK Perwakilan Provinsi Sulawesi Tengah
774;Pegawai 1686;English;22/05/2021;BPK Perwakilan Provinsi Kalimantan Timur
775;Pegawai 1115;English;14/09/2019;BPK Perwakilan Provinsi Riau
776;Pegawai 1612;English;27/07/2021;BPK Perwakilan Provinsi Kalimantan Selatan
777;Pegawai 834;English;15/02/2019;BPK Perwakilan Provinsi Papua
778;Pegawai 953;English;06/05/2020;BPK Perwakilan Provinsi Sumatera Barat
779;Pegawai 362;English;25/05/2021;BPK Perwakilan Provinsi Bengkulu
780;Pegawai 527;English;21/06/2021;BPK Perwakilan Provinsi Sulawesi Utara
781;Pegawai 331;English;23/04/2019;BPK Perwakilan Provinsi Kalimantan Utara
782;Pegawai 627;English;26/07/2021;BPK Perwakilan Provinsi DI Yogyakarta
783;Pegawai 1109;English;05/12/2022;BPK Perwakilan Provinsi Nusa Tenggara Timur
784;Pegawai 1461;English;15/04/2020;BPK Perwakilan Provinsi Banten
785;Pegawai 305;English;19/10/2022;BPK Perwakilan Provinsi Bangka Belitung
786;Pegawai 1810;English;12/10/2021;BPK Perwakilan Provinsi Gorontalo
787;Pegawai 1940;English;22/08/2021;BPK Perwakilan Provinsi Nusa Tenggara Barat
788;Pegawai 658;English;22/04/2021;BPK Perwakilan Provinsi Kalimantan Selatan
789;Pegawai 517;English;19/11/2022;BPK Perwakilan Provinsi Bangka Belitung
790;Pegawai 1570;English;22/08/2019;BPK Perwakilan Provinsi Kalimantan Timur
791;Pegawai 1412;English;17/11/2019;BPK Perwakilan Provinsi Sulawesi Tenggara
792;Pegawai 1089;English;17/06/2019;BPK Perwakilan Provinsi Jawa Timur
793;Pegawai 691;English;03/12/2022;BPK Perwakilan Provinsi Sulawesi Barat
794;Pegawai 1448;English;05/12/2021;BPK Perwakilan Provinsi Kalimantan Selatan
795;Pegawai 487;English;11/11/2020;BPK Perwakilan Provinsi Sumatera Utara
796;Pegawai 1000;English;22/06/2021;BPK Perwakilan Provinsi Jambi
797;Pegawai 458;English;24/06/2021;BPK Perwakilan Provinsi Maluku
798;Pegawai 1988;English;13/09/2021;BPK Perwakilan Provinsi Nusa Tenggara Barat
799;Pegawai 556;English;25/07/2020;BPK Perwakilan Provinsi Sumatera Utara
800;Pegawai 423;English;07/12/2020;BPK Perwakilan Provinsi Jawa Timur
801;Pegawai 872;English;13/12/2021;BPK Perwakilan Provinsi Kalimantan Selatan
802;Pegawai 279;English;12/05/2019;BPK Perwakilan Provinsi Jambi
803;Pegawai 1031;English;28/10/2019;BPK Perwakilan Provinsi Bali
804;Pegawai 1091;English;24/05/2021;BPK Perwakilan Provinsi Sulawesi Utara
805;Pegawai 550;English;16/05/2019;BPK Perwakilan Provinsi Nusa Tenggara Timur
806;Pegawai 1419;English;25/06/2021;BPK Perwakilan Provinsi Jambi
807;Pegawai 1951;English;11/07/2021;BPK Perwakilan Provinsi DI Yogyakarta
808;Pegawai 1319;English;02/07/2020;BPK Perwakilan Provinsi Sumatera Barat
809;Pegawai 48;English;04/12/2019;BPK Perwakilan Provinsi Jawa Barat
810;Pegawai 834;English;01/10/2020;BPK Perwakilan Provinsi Papua
811;Pegawai 425;English;13/05/2019;BPK Perwakilan Provinsi Bangka Belitung
812;Pegawai 166;English;01/07/2020;BPK Perwakilan Provinsi Sumatera Utara
813;Pegawai 1533;English;20/12/2021;BPK Perwakilan Provinsi Jawa Barat
814;Pegawai 997;English;09/09/2021;BPK Perwakilan Provinsi Kalimantan Utara
815;Pegawai 23;English;22/03/2021;BPK Perwakilan Provinsi Bengkulu
816;Pegawai 463;English;27/11/2019;BPK Perwakilan Provinsi Nusa Tenggara Timur
817;Pegawai 932;English;03/03/2021;BPK Perwakilan Provinsi Maluku
818;Pegawai 1340;English;15/12/2022;BPK Perwakilan Provinsi Maluku
819;Pegawai 1557;English;04/11/2022;BPK Perwakilan Provinsi Aceh
820;Pegawai 502;English;15/07/2019;BPK Perwakilan Provinsi Aceh
821;Pegawai 1028;English;20/12/2021;BPK Perwakilan Provinsi Kalimantan Selatan
822;Pegawai 1738;English;16/09/2022;BPK Perwakilan Provinsi DKI Jakarta
823;Pegawai 1727;English;11/03/2022;BPK Perwakilan Provinsi Jambi
824;Pegawai 886;English;25/11/2022;BPK Perwakilan Provinsi Sulawesi Tengah
825;Pegawai 935;English;20/05/2020;BPK Perwakilan Provinsi Aceh
826;Pegawai 813;English;25/03/2020;BPK Perwakilan Provinsi Sulawesi Selatan
827;Pegawai 1343;English;19/12/2021;BPK Perwakilan Provinsi Aceh
828;Pegawai 414;English;21/08/2020;BPK Perwakilan Provinsi Bangka Belitung
829;Pegawai 941;English;07/11/2019;BPK Perwakilan Provinsi Maluku
830;Pegawai 1490;English;04/10/2020;BPK Perwakilan Provinsi Banten
831;Pegawai 637;English;06/04/2021;BPK Perwakilan Provinsi Jambi
832;Pegawai 1150;English;03/12/2019;BPK Perwakilan Provinsi Papua Barat
833;Pegawai 338;English;03/05/2022;BPK Perwakilan Provinsi Sulawesi Utara
834;Pegawai 467;English;27/03/2022;BPK Perwakilan Provinsi Banten
835;Pegawai 1218;English;29/05/2019;BPK Perwakilan Provinsi Kalimantan Timur
836;Pegawai 501;English;26/10/2019;BPK Perwakilan Provinsi Kalimantan Utara
837;Pegawai 1015;English;04/10/2020;BPK Perwakilan Provinsi Bali
838;Pegawai 408;English;08/12/2021;BPK Perwakilan Provinsi Kalimantan Selatan
839;Pegawai 422;English;19/04/2021;BPK Perwakilan Provinsi Aceh
840;Pegawai 1597;English;05/02/2019;BPK Perwakilan Provinsi DI Yogyakarta
841;Pegawai 1075;English;27/09/2020;BPK Perwakilan Provinsi Sulawesi Tengah
842;Pegawai 1145;English;17/03/2020;BPK Perwakilan Provinsi DI Yogyakarta
843;Pegawai 1668;English;14/07/2019;BPK Perwakilan Provinsi Nusa Tenggara Timur
844;Pegawai 1475;English;21/04/2019;BPK Perwakilan Provinsi Bengkulu
845;Pegawai 1862;English;02/04/2020;BPK Perwakilan Provinsi Papua Barat
846;Pegawai 614;English;02/07/2021;BPK Perwakilan Provinsi Jawa Barat
847;Pegawai 1298;English;23/02/2019;BPK Perwakilan Provinsi Kalimantan Tengah
848;Pegawai 1994;English;08/06/2020;BPK Perwakilan Provinsi Papua
849;Pegawai 1455;English;21/08/2021;BPK Perwakilan Provinsi Kepulauan Riau
850;Pegawai 1781;English;08/09/2019;BPK Perwakilan Provinsi Bangka Belitung
851;Pegawai 470;English;17/01/2020;BPK Perwakilan Provinsi Kepulauan Riau
852;Pegawai 690;English;30/09/2020;BPK Perwakilan Provinsi Jawa Tengah
853;Pegawai 159;English;26/12/2021;BPK Perwakilan Provinsi Kalimantan Tengah
854;Pegawai 765;English;25/10/2020;BPK Perwakilan Provinsi Bangka Belitung
855;Pegawai 143;English;14/05/2019;BPK Perwakilan Provinsi Nusa Tenggara Barat
856;Pegawai 1197;English;02/08/2019;BPK Perwakilan Provinsi Sumatera Selatan
857;Pegawai 1001;English;24/09/2020;BPK Perwakilan Provinsi Kalimantan Utara
858;Pegawai 1030;English;28/10/2020;BPK Perwakilan Provinsi DKI Jakarta
859;Pegawai 613;English;04/04/2020;BPK Perwakilan Provinsi Sumatera Barat
860;Pegawai 856;English;07/09/2019;BPK Perwakilan Provinsi Sumatera Selatan
861;Pegawai 500;English;12/07/2020;BPK Perwakilan Provinsi Kalimantan Barat
862;Pegawai 1716;English;18/08/2019;BPK Perwakilan Provinsi Jawa Timur
863;Pegawai 1480;English;08/11/2020;BPK Perwakilan Provinsi Bengkulu
864;Pegawai 209;English;15/09/2019;BPK Perwakilan Provinsi Papua
865;Pegawai 754;English;26/08/2019;BPK Perwakilan Provinsi Aceh
866;Pegawai 1933;English;06/09/2022;BPK Perwakilan Provinsi Sumatera Selatan
867;Pegawai 1338;English;07/11/2021;BPK Perwakilan Provinsi DKI Jakarta
868;Pegawai 1078;English;05/11/2021;BPK Perwakilan Provinsi Sulawesi Tengah
869;Pegawai 57;English;27/11/2020;BPK Perwakilan Provinsi Bali
870;Pegawai 1945;English;12/04/2021;BPK Perwakilan Provinsi Sumatera Selatan
871;Pegawai 6;English;30/03/2019;BPK Perwakilan Provinsi Kalimantan Barat
872;Pegawai 385;English;04/02/2021;BPK Perwakilan Provinsi Riau
873;Pegawai 176;English;26/04/2022;BPK Perwakilan Provinsi Riau
874;Pegawai 1892;English;08/03/2021;BPK Perwakilan Provinsi Kalimantan Utara
875;Pegawai 1061;English;07/08/2022;BPK Perwakilan Provinsi Sulawesi Barat
876;Pegawai 596;English;27/04/2019;BPK Perwakilan Provinsi Riau
877;Pegawai 277;English;14/05/2021;BPK Perwakilan Provinsi Jawa Barat
878;Pegawai 928;English;22/11/2019;BPK Perwakilan Provinsi Kalimantan Utara
879;Pegawai 438;English;29/08/2021;BPK Perwakilan Provinsi Nusa Tenggara Barat
880;Pegawai 1986;English;25/09/2021;BPK Perwakilan Provinsi Sulawesi Tenggara
881;Pegawai 1656;English;04/04/2020;BPK Perwakilan Provinsi Kepulauan Riau
882;Pegawai 548;English;09/06/2019;BPK Perwakilan Provinsi Sumatera Selatan
883;Pegawai 993;English;16/09/2019;BPK Perwakilan Provinsi Sumatera Selatan
884;Pegawai 1936;English;18/01/2021;BPK Perwakilan Provinsi Kalimantan Tengah
885;Pegawai 1362;English;28/09/2022;BPK Perwakilan Provinsi Kalimantan Selatan
886;Pegawai 1656;English;20/01/2021;BPK Perwakilan Provinsi Kepulauan Riau
887;Pegawai 178;English;11/04/2021;BPK Perwakilan Provinsi Sumatera Barat
888;Pegawai 626;English;22/03/2022;BPK Perwakilan Provinsi Sulawesi Selatan
889;Pegawai 692;English;25/09/2021;BPK Perwakilan Provinsi Sulawesi Utara
890;Pegawai 359;English;07/06/2022;BPK Perwakilan Provinsi Kalimantan Utara
891;Pegawai 1063;English;12/03/2022;BPK Perwakilan Provinsi Jawa Timur
892;Pegawai 950;English;06/10/2022;BPK Perwakilan Provinsi Sulawesi Tenggara
893;Pegawai 1008;English;11/05/2020;BPK Perwakilan Provinsi Riau
894;Pegawai 1576;English;09/05/2022;BPK Perwakilan Provinsi Jawa Tengah
895;Pegawai 1966;English;26/03/2022;BPK Perwakilan Provinsi Nusa Tenggara Timur
896;Pegawai 1987;English;21/09/2021;BPK Perwakilan Provinsi Kalimantan Utara
897;Pegawai 1313;English;13/08/2020;BPK Perwakilan Provinsi Sulawesi Utara
898;Pegawai 805;English;31/12/2020;BPK Perwakilan Provinsi DKI Jakarta
899;Pegawai 1389;English;22/09/2022;BPK Perwakilan Provinsi Jawa Timur
900;Pegawai 1527;English;24/06/2021;BPK Perwakilan Provinsi Bali
901;Pegawai 1830;English;06/06/2021;BPK Perwakilan Provinsi Papua Barat
902;Pegawai 748;English;13/11/2020;BPK Perwakilan Provinsi Riau
903;Pegawai 1372;English;27/03/2022;BPK Perwakilan Provinsi Sumatera Selatan
904;Pegawai 1212;English;19/06/2021;BPK Perwakilan Provinsi Maluku Utara
905;Pegawai 482;English;17/10/2020;BPK Perwakilan Provinsi Sulawesi Utara
906;Pegawai 1912;English;22/11/2020;BPK Perwakilan Provinsi Maluku Utara
907;Pegawai 1502;English;05/04/2020;BPK Perwakilan Provinsi Sumatera Selatan
908;Pegawai 1659;English;06/07/2022;BPK Perwakilan Provinsi Jawa Timur
909;Pegawai 1266;English;06/07/2021;BPK Perwakilan Provinsi Papua Barat
910;Pegawai 1826;English;02/05/2020;BPK Perwakilan Provinsi Sulawesi Utara
911;Pegawai 616;English;20/04/2022;BPK Perwakilan Provinsi Riau
912;Pegawai 1050;English;24/04/2021;BPK Perwakilan Provinsi Bali
913;Pegawai 1906;English;23/11/2021;BPK Perwakilan Provinsi Sumatera Selatan
914;Pegawai 326;English;03/01/2020;BPK Perwakilan Provinsi Jawa Barat
915;Pegawai 288;English;05/03/2021;BPK Perwakilan Provinsi Sulawesi Barat
916;Pegawai 569;English;28/08/2019;BPK Perwakilan Provinsi Sumatera Selatan
917;Pegawai 95;English;11/04/2019;BPK Perwakilan Provinsi Kalimantan Timur
918;Pegawai 930;English;22/07/2021;BPK Perwakilan Provinsi Jawa Timur
919;Pegawai 18;English;06/06/2019;BPK Perwakilan Provinsi Sulawesi Barat
920;Pegawai 1171;English;18/08/2021;BPK Perwakilan Provinsi Sulawesi Barat
921;Pegawai 837;English;23/12/2019;BPK Perwakilan Provinsi Bali
922;Pegawai 132;English;04/09/2019;BPK Perwakilan Provinsi Kepulauan Riau
923;Pegawai 1891;English;29/12/2021;BPK Perwakilan Provinsi Kalimantan Selatan
924;Pegawai 110;English;30/01/2021;BPK Perwakilan Provinsi Kalimantan Barat
925;Pegawai 1604;English;26/12/2019;BPK Perwakilan Provinsi Kepulauan Riau
926;Pegawai 1968;English;16/02/2020;BPK Perwakilan Provinsi Sumatera Utara
927;Pegawai 1869;English;05/01/2021;BPK Perwakilan Provinsi Sulawesi Barat
928;Pegawai 1123;English;29/12/2019;BPK Perwakilan Provinsi Maluku
929;Pegawai 1080;English;22/09/2020;BPK Perwakilan Provinsi Sumatera Utara
930;Pegawai 655;English;21/02/2021;BPK Perwakilan Provinsi Kalimantan Tengah
931;Pegawai 670;English;22/04/2019;BPK Perwakilan Provinsi DKI Jakarta
932;Pegawai 1868;English;23/03/2020;BPK Perwakilan Provinsi DI Yogyakarta
933;Pegawai 1683;English;03/10/2021;BPK Perwakilan Provinsi Sumatera Selatan
934;Pegawai 1740;English;03/05/2022;BPK Perwakilan Provinsi Sulawesi Selatan
935;Pegawai 474;English;02/04/2021;BPK Perwakilan Provinsi Bangka Belitung
936;Pegawai 1190;English;05/08/2019;BPK Perwakilan Provinsi Papua
937;Pegawai 404;English;30/11/2022;BPK Perwakilan Provinsi Kalimantan Barat
938;Pegawai 742;English;08/12/2022;BPK Perwakilan Provinsi DI Yogyakarta
939;Pegawai 481;English;08/04/2020;BPK Perwakilan Provinsi Kalimantan Utara
940;Pegawai 784;English;12/12/2022;BPK Perwakilan Provinsi Riau
941;Pegawai 1357;English;07/09/2019;BPK Perwakilan Provinsi Aceh
942;Pegawai 1463;English;07/01/2022;BPK Perwakilan Provinsi Sulawesi Selatan
943;Pegawai 960;English;23/11/2019;BPK Perwakilan Provinsi Sumatera Barat
944;Pegawai 908;English;18/11/2019;BPK Perwakilan Provinsi Bangka Belitung
945;Pegawai 995;English;15/02/2020;BPK Perwakilan Provinsi Sumatera Selatan
946;Pegawai 1580;English;10/04/2022;BPK Perwakilan Provinsi Jambi
947;Pegawai 932;English;27/09/2021;BPK Perwakilan Provinsi Maluku
948;Pegawai 136;English;22/02/2021;BPK Perwakilan Provinsi Sumatera Barat
949;Pegawai 497;English;15/01/2020;BPK Perwakilan Provinsi Sumatera Selatan
950;Pegawai 1375;English;03/08/2019;BPK Perwakilan Provinsi Sumatera Utara
951;Pegawai 396;English;29/04/2021;BPK Perwakilan Provinsi Gorontalo
952;Pegawai 421;English;20/10/2019;BPK Perwakilan Provinsi Kalimantan Tengah
953;Pegawai 1530;English;28/04/2020;BPK Perwakilan Provinsi Banten
954;Pegawai 708;English;07/06/2022;BPK Perwakilan Provinsi Papua
955;Pegawai 988;English;19/05/2020;BPK Perwakilan Provinsi Sulawesi Barat
956;Pegawai 1446;English;26/05/2021;BPK Perwakilan Provinsi Aceh
957;Pegawai 1418;English;09/10/2022;BPK Perwakilan Provinsi Sulawesi Barat
958;Pegawai 1394;English;30/11/2021;BPK Perwakilan Provinsi Sulawesi Tengah
959;Pegawai 1669;English;28/02/2020;BPK Perwakilan Provinsi Bali
960;Pegawai 1538;English;02/07/2022;BPK Perwakilan Provinsi Maluku
961;Pegawai 1694;English;22/11/2021;BPK Perwakilan Provinsi Sulawesi Selatan
962;Pegawai 1027;English;04/07/2020;BPK Perwakilan Provinsi Aceh
963;Pegawai 1649;English;29/09/2022;BPK Perwakilan Provinsi Kepulauan Riau
964;Pegawai 1504;English;08/07/2020;BPK Perwakilan Provinsi Aceh
965;Pegawai 1764;English;16/08/2021;BPK Perwakilan Provinsi Riau
966;Pegawai 1940;English;13/06/2019;BPK Perwakilan Provinsi Nusa Tenggara Barat
967;Pegawai 359;English;09/08/2019;BPK Perwakilan Provinsi Kalimantan Utara
968;Pegawai 1073;English;22/06/2020;BPK Perwakilan Provinsi Maluku Utara
969;Pegawai 1406;English;03/08/2021;BPK Perwakilan Provinsi DKI Jakarta
970;Pegawai 1074;English;30/05/2019;BPK Perwakilan Provinsi Sulawesi Barat
971;Pegawai 130;English;02/05/2020;BPK Perwakilan Provinsi Sumatera Selatan
972;Pegawai 1013;English;22/05/2021;BPK Perwakilan Provinsi Kalimantan Selatan
973;Pegawai 915;English;04/12/2020;BPK Perwakilan Provinsi Banten
974;Pegawai 884;English;09/09/2022;BPK Perwakilan Provinsi Nusa Tenggara Timur
975;Pegawai 1184;English;06/04/2022;BPK Perwakilan Provinsi Sumatera Utara
976;Pegawai 840;English;27/09/2019;BPK Perwakilan Provinsi Aceh
977;Pegawai 526;English;30/08/2022;BPK Perwakilan Provinsi Sulawesi Tengah
978;Pegawai 718;English;20/06/2021;BPK Perwakilan Provinsi Sumatera Selatan
979;Pegawai 343;English;08/12/2020;BPK Perwakilan Provinsi Bangka Belitung
980;Pegawai 752;English;15/02/2020;BPK Perwakilan Provinsi Maluku
981;Pegawai 716;English;17/10/2022;BPK Perwakilan Provinsi Jawa Barat
982;Pegawai 207;English;13/06/2020;BPK Perwakilan Provinsi Maluku
983;Pegawai 714;English;09/02/2022;BPK Perwakilan Provinsi Kalimantan Tengah
984;Pegawai 742;English;08/03/2020;BPK Perwakilan Provinsi DI Yogyakarta
985;Pegawai 1415;English;04/11/2021;BPK Perwakilan Provinsi Kalimantan Timur
986;Pegawai 1460;English;19/09/2021;BPK Perwakilan Provinsi Banten
987;Pegawai 107;English;07/08/2022;BPK Perwakilan Provinsi Bangka Belitung
988;Pegawai 988;English;17/01/2022;BPK Perwakilan Provinsi Sulawesi Barat
989;Pegawai 1112;English;27/04/2022;BPK Perwakilan Provinsi DKI Jakarta
990;Pegawai 27;English;20/07/2022;BPK Perwakilan Provinsi Sumatera Selatan
991;Pegawai 455;English;30/05/2019;BPK Perwakilan Provinsi Maluku Utara
992;Pegawai 498;English;22/01/2022;BPK Perwakilan Provinsi Nusa Tenggara Barat
993;Pegawai 1403;English;21/11/2020;BPK Perwakilan Provinsi Kalimantan Selatan
994;Pegawai 1250;English;17/04/2021;BPK Perwakilan Provinsi Bali
