skp_id;pegawai_nama;skp_nilai;skp_tahun
;Pegawai 1521;95;31/12/2021
;Pegawai 1522;93;31/12/2021
;Pegawai 1523;84;31/12/2021
;Pegawai 1524;93;31/12/2021
;Pegawai 1525;81;31/12/2021
;Pegawai 1526;83;31/12/2021
;Pegawai 1527;77;31/12/2021
;Pegawai 1528;87;31/12/2021
;Pegawai 1529;74;31/12/2021
;Pegawai 1530;79;31/12/2021
;Pegawai 1531;77;31/12/2021
;Pegawai 1532;88;31/12/2021
;Pegawai 1533;72;31/12/2021
;Pegawai 1534;92;31/12/2021
;Pegawai 1535;98;31/12/2021
;Pegawai 1536;88;31/12/2021
;Pegawai 1537;85;31/12/2021
;Pegawai 1538;82;31/12/2021
;Pegawai 1539;93;31/12/2021
;Pegawai 1540;89;31/12/2021
;Pegawai 1541;83;31/12/2021
;Pegawai 1542;95;31/12/2021
;Pegawai 1543;91;31/12/2021
;Pegawai 1544;91;31/12/2021
;Pegawai 1545;70;31/12/2021
;Pegawai 1546;90;31/12/2021
;Pegawai 1547;78;31/12/2021
;Pegawai 1548;92;31/12/2021
;Pegawai 1549;93;31/12/2021
;Pegawai 1550;82;31/12/2021
;Pegawai 1551;85;31/12/2021
;Pegawai 1552;76;31/12/2021
;Pegawai 1553;84;31/12/2021
;Pegawai 1554;97;31/12/2021
;Pegawai 1555;84;31/12/2021
;Pegawai 1556;98;31/12/2021
;Pegawai 1557;95;31/12/2021
;Pegawai 1558;92;31/12/2021
;Pegawai 1559;83;31/12/2021
;Pegawai 1560;98;31/12/2021
;Pegawai 1561;87;31/12/2021
;Pegawai 1562;71;31/12/2021
;Pegawai 1563;75;31/12/2021
;Pegawai 1564;90;31/12/2021
;Pegawai 1565;77;31/12/2021
;Pegawai 1566;74;31/12/2021
;Pegawai 1567;98;31/12/2021
;Pegawai 1568;77;31/12/2021
;Pegawai 1569;93;31/12/2021
;Pegawai 1570;70;31/12/2021
;Pegawai 1571;74;31/12/2021
;Pegawai 1572;94;31/12/2021
;Pegawai 1573;90;31/12/2021
;Pegawai 1574;71;31/12/2021
;Pegawai 1575;92;31/12/2021
;Pegawai 1576;70;31/12/2021
;Pegawai 1577;92;31/12/2021
;Pegawai 1578;87;31/12/2021
;Pegawai 1579;70;31/12/2021
;Pegawai 1580;78;31/12/2021
;Pegawai 1581;99;31/12/2021
;Pegawai 1582;74;31/12/2021
;Pegawai 1583;89;31/12/2021
;Pegawai 1584;92;31/12/2021
;Pegawai 1585;93;31/12/2021
;Pegawai 1586;74;31/12/2021
;Pegawai 1587;94;31/12/2021
;Pegawai 1588;76;31/12/2021
;Pegawai 1589;83;31/12/2021
;Pegawai 1590;71;31/12/2021
;Pegawai 1591;99;31/12/2021
;Pegawai 1592;97;31/12/2021
;Pegawai 1593;94;31/12/2021
;Pegawai 1594;95;31/12/2021
;Pegawai 1595;82;31/12/2021
;Pegawai 1596;89;31/12/2021
;Pegawai 1597;89;31/12/2021
;Pegawai 1598;84;31/12/2021
;Pegawai 1599;96;31/12/2021
;Pegawai 1600;96;31/12/2021
;Pegawai 1601;81;31/12/2021
;Pegawai 1602;90;31/12/2021
;Pegawai 1603;87;31/12/2021
;Pegawai 1604;73;31/12/2021
;Pegawai 1605;77;31/12/2021
;Pegawai 1606;94;31/12/2021
;Pegawai 1607;95;31/12/2021
;Pegawai 1608;73;31/12/2021
;Pegawai 1609;77;31/12/2021
;Pegawai 1610;79;31/12/2021
;Pegawai 1611;70;31/12/2021
;Pegawai 1612;86;31/12/2021
;Pegawai 1613;80;31/12/2021
;Pegawai 1614;99;31/12/2021
;Pegawai 1615;77;31/12/2021
;Pegawai 1616;81;31/12/2021
;Pegawai 1617;96;31/12/2021
;Pegawai 1618;94;31/12/2021
;Pegawai 1619;76;31/12/2021
;Pegawai 1620;92;31/12/2021
;Pegawai 1621;80;31/12/2021
;Pegawai 1622;81;31/12/2021
;Pegawai 1623;99;31/12/2021
;Pegawai 1624;81;31/12/2021
;Pegawai 1625;72;31/12/2021
;Pegawai 1626;99;31/12/2021
;Pegawai 1627;72;31/12/2021
;Pegawai 1628;76;31/12/2021
;Pegawai 1629;94;31/12/2021
;Pegawai 1630;87;31/12/2021
;Pegawai 1631;70;31/12/2021
;Pegawai 1632;92;31/12/2021
;Pegawai 1633;96;31/12/2021
;Pegawai 1634;96;31/12/2021
;Pegawai 1635;98;31/12/2021
;Pegawai 1636;71;31/12/2021
;Pegawai 1637;87;31/12/2021
;Pegawai 1638;78;31/12/2021
;Pegawai 1639;76;31/12/2021
;Pegawai 1640;96;31/12/2021
;Pegawai 1641;79;31/12/2021
;Pegawai 1642;90;31/12/2021
;Pegawai 1643;93;31/12/2021
;Pegawai 1644;96;31/12/2021
;Pegawai 1645;77;31/12/2021
;Pegawai 1646;75;31/12/2021
;Pegawai 1647;92;31/12/2021
;Pegawai 1648;79;31/12/2021
;Pegawai 1649;80;31/12/2021
;Pegawai 1650;76;31/12/2021
;Pegawai 1651;80;31/12/2021
;Pegawai 1652;72;31/12/2021
;Pegawai 1653;73;31/12/2021
;Pegawai 1654;98;31/12/2021
;Pegawai 1655;74;31/12/2021
;Pegawai 1656;83;31/12/2021
;Pegawai 1657;83;31/12/2021
;Pegawai 1658;72;31/12/2021
;Pegawai 1659;72;31/12/2021
;Pegawai 1660;97;31/12/2021
;Pegawai 1661;87;31/12/2021
;Pegawai 1662;83;31/12/2021
;Pegawai 1663;70;31/12/2021
;Pegawai 1664;85;31/12/2021
;Pegawai 1665;94;31/12/2021
;Pegawai 1666;97;31/12/2021
;Pegawai 1667;93;31/12/2021
;Pegawai 1668;97;31/12/2021
;Pegawai 1669;99;31/12/2021
;Pegawai 1670;86;31/12/2021
;Pegawai 1671;77;31/12/2021
;Pegawai 1672;86;31/12/2021
;Pegawai 1673;94;31/12/2021
;Pegawai 1674;80;31/12/2021
;Pegawai 1675;93;31/12/2021
;Pegawai 1676;78;31/12/2021
;Pegawai 1677;99;31/12/2021
;Pegawai 1678;90;31/12/2021
;Pegawai 1679;84;31/12/2021
;Pegawai 1680;95;31/12/2021
;Pegawai 1681;91;31/12/2021
;Pegawai 1682;75;31/12/2021
;Pegawai 1683;70;31/12/2021
;Pegawai 1684;92;31/12/2021
;Pegawai 1685;84;31/12/2021
;Pegawai 1686;90;31/12/2021
;Pegawai 1687;85;31/12/2021
;Pegawai 1688;91;31/12/2021
;Pegawai 1689;85;31/12/2021
;Pegawai 1690;74;31/12/2021
;Pegawai 1691;90;31/12/2021
;Pegawai 1692;86;31/12/2021
;Pegawai 1693;83;31/12/2021
;Pegawai 1694;89;31/12/2021
;Pegawai 1695;73;31/12/2021
;Pegawai 1696;81;31/12/2021
;Pegawai 1697;77;31/12/2021
;Pegawai 1698;73;31/12/2021
;Pegawai 1699;87;31/12/2021
;Pegawai 1700;79;31/12/2021
;Pegawai 1701;94;31/12/2021
;Pegawai 1702;72;31/12/2021
;Pegawai 1703;82;31/12/2021
;Pegawai 1704;72;31/12/2021
;Pegawai 1705;74;31/12/2021
;Pegawai 1706;93;31/12/2021
;Pegawai 1707;87;31/12/2021
;Pegawai 1708;80;31/12/2021
;Pegawai 1709;72;31/12/2021
;Pegawai 1710;88;31/12/2021
;Pegawai 1711;85;31/12/2021
;Pegawai 1712;70;31/12/2021
;Pegawai 1713;70;31/12/2021
;Pegawai 1714;99;31/12/2021
;Pegawai 1715;92;31/12/2021
;Pegawai 1716;86;31/12/2021
;Pegawai 1717;73;31/12/2021
;Pegawai 1718;91;31/12/2021
;Pegawai 1719;90;31/12/2021
;Pegawai 1720;73;31/12/2021
;Pegawai 1721;88;31/12/2021
;Pegawai 1722;76;31/12/2021
;Pegawai 1723;77;31/12/2021
;Pegawai 1724;78;31/12/2021
;Pegawai 1725;91;31/12/2021
;Pegawai 1726;94;31/12/2021
;Pegawai 1727;71;31/12/2021
;Pegawai 1728;88;31/12/2021
;Pegawai 1729;79;31/12/2021
;Pegawai 1730;95;31/12/2021
;Pegawai 1731;78;31/12/2021
;Pegawai 1732;80;31/12/2021
;Pegawai 1733;93;31/12/2021
;Pegawai 1734;81;31/12/2021
;Pegawai 1735;86;31/12/2021
;Pegawai 1736;99;31/12/2021
;Pegawai 1737;87;31/12/2021
;Pegawai 1738;79;31/12/2021
;Pegawai 1739;99;31/12/2021
;Pegawai 1740;91;31/12/2021
;Pegawai 1741;82;31/12/2021
;Pegawai 1742;78;31/12/2021
;Pegawai 1743;81;31/12/2021
;Pegawai 1744;95;31/12/2021
;Pegawai 1745;74;31/12/2021
;Pegawai 1746;90;31/12/2021
;Pegawai 1747;82;31/12/2021
;Pegawai 1748;84;31/12/2021
;Pegawai 1749;89;31/12/2021
;Pegawai 1750;82;31/12/2021
;Pegawai 1751;98;31/12/2021
;Pegawai 1752;89;31/12/2021
;Pegawai 1753;79;31/12/2021
;Pegawai 1754;75;31/12/2021
;Pegawai 1755;73;31/12/2021
;Pegawai 1756;80;31/12/2021
;Pegawai 1757;71;31/12/2021
;Pegawai 1758;93;31/12/2021
;Pegawai 1759;86;31/12/2021
;Pegawai 1760;75;31/12/2021
;Pegawai 1761;74;31/12/2021
;Pegawai 1762;90;31/12/2021
;Pegawai 1763;99;31/12/2021
;Pegawai 1764;78;31/12/2021
;Pegawai 1765;94;31/12/2021
;Pegawai 1766;80;31/12/2021
;Pegawai 1767;75;31/12/2021
;Pegawai 1768;99;31/12/2021
;Pegawai 1769;82;31/12/2021
;Pegawai 1770;81;31/12/2021
;Pegawai 1771;71;31/12/2021
;Pegawai 1772;75;31/12/2021
;Pegawai 1773;76;31/12/2021
;Pegawai 1774;87;31/12/2021
;Pegawai 1775;97;31/12/2021
;Pegawai 1776;98;31/12/2021
;Pegawai 1777;82;31/12/2021
;Pegawai 1778;77;31/12/2021
;Pegawai 1779;96;31/12/2021
;Pegawai 1780;98;31/12/2021
;Pegawai 1781;73;31/12/2021
;Pegawai 1782;72;31/12/2021
;Pegawai 1783;85;31/12/2021
;Pegawai 1784;70;31/12/2021
;Pegawai 1785;78;31/12/2021
;Pegawai 1786;92;31/12/2021
;Pegawai 1787;78;31/12/2021
;Pegawai 1788;77;31/12/2021
;Pegawai 1789;96;31/12/2021
;Pegawai 1790;85;31/12/2021
;Pegawai 1791;83;31/12/2021
;Pegawai 1792;75;31/12/2021
;Pegawai 1793;82;31/12/2021
;Pegawai 1794;85;31/12/2021
;Pegawai 1795;91;31/12/2021
;Pegawai 1796;82;31/12/2021
;Pegawai 1797;88;31/12/2021
;Pegawai 1798;77;31/12/2021
;Pegawai 1799;71;31/12/2021
;Pegawai 1800;78;31/12/2021
;Pegawai 1801;87;31/12/2021
;Pegawai 1802;83;31/12/2021
;Pegawai 1803;74;31/12/2021
;Pegawai 1804;90;31/12/2021
;Pegawai 1805;90;31/12/2021
;Pegawai 1806;86;31/12/2021
;Pegawai 1807;89;31/12/2021
;Pegawai 1808;99;31/12/2021
;Pegawai 1809;97;31/12/2021
;Pegawai 1810;91;31/12/2021
;Pegawai 1811;80;31/12/2021
;Pegawai 1812;77;31/12/2021
;Pegawai 1813;96;31/12/2021
;Pegawai 1814;79;31/12/2021
;Pegawai 1815;72;31/12/2021
;Pegawai 1816;71;31/12/2021
;Pegawai 1817;91;31/12/2021
;Pegawai 1818;74;31/12/2021
;Pegawai 1819;86;31/12/2021
;Pegawai 1820;88;31/12/2021
;Pegawai 1821;88;31/12/2021
;Pegawai 1822;79;31/12/2021
;Pegawai 1823;78;31/12/2021
;Pegawai 1824;88;31/12/2021
;Pegawai 1825;86;31/12/2021
;Pegawai 1826;78;31/12/2021
;Pegawai 1827;80;31/12/2021
;Pegawai 1828;79;31/12/2021
;Pegawai 1829;95;31/12/2021
;Pegawai 1830;82;31/12/2021
;Pegawai 1831;73;31/12/2021
;Pegawai 1832;72;31/12/2021
;Pegawai 1833;92;31/12/2021
;Pegawai 1834;78;31/12/2021
;Pegawai 1835;78;31/12/2021
;Pegawai 1836;93;31/12/2021
;Pegawai 1837;81;31/12/2021
;Pegawai 1838;98;31/12/2021
;Pegawai 1839;83;31/12/2021
;Pegawai 1840;79;31/12/2021
;Pegawai 1841;74;31/12/2021
;Pegawai 1842;70;31/12/2021
;Pegawai 1843;94;31/12/2021
;Pegawai 1844;70;31/12/2021
;Pegawai 1845;94;31/12/2021
;Pegawai 1846;82;31/12/2021
;Pegawai 1847;99;31/12/2021
;Pegawai 1848;97;31/12/2021
;Pegawai 1849;72;31/12/2021
;Pegawai 1850;78;31/12/2021
;Pegawai 1851;89;31/12/2021
;Pegawai 1852;96;31/12/2021
;Pegawai 1853;98;31/12/2021
;Pegawai 1854;97;31/12/2021
;Pegawai 1855;84;31/12/2021
;Pegawai 1856;88;31/12/2021
;Pegawai 1857;98;31/12/2021
;Pegawai 1858;74;31/12/2021
;Pegawai 1859;88;31/12/2021
;Pegawai 1860;72;31/12/2021
;Pegawai 1861;85;31/12/2021
;Pegawai 1862;72;31/12/2021
;Pegawai 1863;86;31/12/2021
;Pegawai 1864;88;31/12/2021
;Pegawai 1865;76;31/12/2021
;Pegawai 1866;98;31/12/2021
;Pegawai 1867;72;31/12/2021
;Pegawai 1868;95;31/12/2021
;Pegawai 1869;97;31/12/2021
;Pegawai 1870;85;31/12/2021
;Pegawai 1871;73;31/12/2021
;Pegawai 1872;83;31/12/2021
;Pegawai 1873;91;31/12/2021
;Pegawai 1874;91;31/12/2021
;Pegawai 1875;81;31/12/2021
;Pegawai 1876;99;31/12/2021
;Pegawai 1877;85;31/12/2021
;Pegawai 1878;99;31/12/2021
;Pegawai 1879;73;31/12/2021
;Pegawai 1880;77;31/12/2021
;Pegawai 1881;77;31/12/2021
;Pegawai 1882;72;31/12/2021
;Pegawai 1883;92;31/12/2021
;Pegawai 1884;85;31/12/2021
;Pegawai 1885;74;31/12/2021
;Pegawai 1886;71;31/12/2021
;Pegawai 1887;80;31/12/2021
;Pegawai 1888;73;31/12/2021
;Pegawai 1889;92;31/12/2021
;Pegawai 1890;73;31/12/2021
;Pegawai 1891;71;31/12/2021
;Pegawai 1892;99;31/12/2021
;Pegawai 1893;86;31/12/2021
;Pegawai 1894;82;31/12/2021
;Pegawai 1895;88;31/12/2021
;Pegawai 1896;76;31/12/2021
;Pegawai 1897;73;31/12/2021
;Pegawai 1898;93;31/12/2021
;Pegawai 1899;76;31/12/2021
;Pegawai 1900;84;31/12/2021
;Pegawai 1901;88;31/12/2021
;Pegawai 1902;92;31/12/2021
;Pegawai 1903;99;31/12/2021
;Pegawai 1904;78;31/12/2021
;Pegawai 1905;70;31/12/2021
;Pegawai 1906;81;31/12/2021
;Pegawai 1907;76;31/12/2021
;Pegawai 1908;73;31/12/2021
;Pegawai 1909;86;31/12/2021
;Pegawai 1910;70;31/12/2021
;Pegawai 1911;85;31/12/2021
;Pegawai 1912;80;31/12/2021
;Pegawai 1913;94;31/12/2021
;Pegawai 1914;83;31/12/2021
;Pegawai 1915;96;31/12/2021
;Pegawai 1916;98;31/12/2021
;Pegawai 1917;98;31/12/2021
;Pegawai 1918;78;31/12/2021
;Pegawai 1919;95;31/12/2021
;Pegawai 1920;81;31/12/2021
;Pegawai 1921;98;31/12/2021
;Pegawai 1922;90;31/12/2021
;Pegawai 1923;89;31/12/2021
;Pegawai 1924;88;31/12/2021
;Pegawai 1925;93;31/12/2021
;Pegawai 1926;78;31/12/2021
;Pegawai 1927;71;31/12/2021
;Pegawai 1928;97;31/12/2021
;Pegawai 1929;75;31/12/2021
;Pegawai 1930;93;31/12/2021
;Pegawai 1931;73;31/12/2021
;Pegawai 1932;96;31/12/2021
;Pegawai 1933;82;31/12/2021
;Pegawai 1934;93;31/12/2021
;Pegawai 1935;73;31/12/2021
;Pegawai 1936;75;31/12/2021
;Pegawai 1937;70;31/12/2021
;Pegawai 1938;92;31/12/2021
;Pegawai 1939;98;31/12/2021
;Pegawai 1940;73;31/12/2021
;Pegawai 1941;77;31/12/2021
;Pegawai 1942;99;31/12/2021
;Pegawai 1943;76;31/12/2021
;Pegawai 1944;75;31/12/2021
;Pegawai 1945;99;31/12/2021
;Pegawai 1946;87;31/12/2021
;Pegawai 1947;79;31/12/2021
;Pegawai 1948;87;31/12/2021
;Pegawai 1949;78;31/12/2021
;Pegawai 1950;86;31/12/2021
;Pegawai 1951;75;31/12/2021
;Pegawai 1952;76;31/12/2021
;Pegawai 1953;92;31/12/2021
;Pegawai 1954;85;31/12/2021
;Pegawai 1955;71;31/12/2021
;Pegawai 1956;80;31/12/2021
;Pegawai 1957;99;31/12/2021
;Pegawai 1958;87;31/12/2021
;Pegawai 1959;96;31/12/2021
;Pegawai 1960;81;31/12/2021
;Pegawai 1961;87;31/12/2021
;Pegawai 1962;88;31/12/2021
;Pegawai 1963;99;31/12/2021
;Pegawai 1964;75;31/12/2021
;Pegawai 1965;97;31/12/2021
;Pegawai 1966;96;31/12/2021
;Pegawai 1967;94;31/12/2021
;Pegawai 1968;90;31/12/2021
;Pegawai 1969;87;31/12/2021
;Pegawai 1970;92;31/12/2021
;Pegawai 1971;82;31/12/2021
;Pegawai 1972;84;31/12/2021
;Pegawai 1973;73;31/12/2021
;Pegawai 1974;92;31/12/2021
;Pegawai 1975;89;31/12/2021
;Pegawai 1976;99;31/12/2021
;Pegawai 1977;83;31/12/2021
;Pegawai 1978;92;31/12/2021
;Pegawai 1979;77;31/12/2021
;Pegawai 1980;89;31/12/2021
;Pegawai 1981;98;31/12/2021
;Pegawai 1982;70;31/12/2021
;Pegawai 1983;77;31/12/2021
;Pegawai 1984;87;31/12/2021
;Pegawai 1985;91;31/12/2021
;Pegawai 1986;86;31/12/2021
;Pegawai 1987;80;31/12/2021
;Pegawai 1988;95;31/12/2021
;Pegawai 1989;97;31/12/2021
;Pegawai 1990;81;31/12/2021
;Pegawai 1991;96;31/12/2021
;Pegawai 1992;75;31/12/2021
;Pegawai 1993;77;31/12/2021
;Pegawai 1994;95;31/12/2021
;Pegawai 1995;96;31/12/2021
;Pegawai 1996;95;31/12/2021
;Pegawai 1997;78;31/12/2021
;Pegawai 1998;75;31/12/2021
;Pegawai 1999;99;31/12/2021
;Pegawai 2000;87;31/12/2021
;Pegawai 2001;75;31/12/2021
;Pegawai 0;70;31/12/2022
;Pegawai 1;92;31/12/2022
;Pegawai 2;91;31/12/2022
;Pegawai 3;71;31/12/2022
;Pegawai 4;98;31/12/2022
;Pegawai 5;86;31/12/2022
;Pegawai 6;88;31/12/2022
;Pegawai 7;83;31/12/2022
;Pegawai 8;81;31/12/2022
;Pegawai 9;96;31/12/2022
;Pegawai 10;73;31/12/2022
;Pegawai 11;71;31/12/2022
;Pegawai 12;94;31/12/2022
;Pegawai 13;81;31/12/2022
;Pegawai 14;81;31/12/2022
;Pegawai 15;87;31/12/2022
;Pegawai 16;98;31/12/2022
;Pegawai 17;76;31/12/2022
;Pegawai 18;98;31/12/2022
;Pegawai 19;97;31/12/2022
;Pegawai 20;92;31/12/2022
;Pegawai 21;73;31/12/2022
;Pegawai 22;82;31/12/2022
;Pegawai 23;96;31/12/2022
;Pegawai 24;82;31/12/2022
;Pegawai 25;70;31/12/2022
;Pegawai 26;99;31/12/2022
;Pegawai 27;78;31/12/2022
;Pegawai 28;83;31/12/2022
;Pegawai 29;94;31/12/2022
;Pegawai 30;71;31/12/2022
;Pegawai 31;72;31/12/2022
;Pegawai 32;85;31/12/2022
;Pegawai 33;80;31/12/2022
;Pegawai 34;73;31/12/2022
;Pegawai 35;77;31/12/2022
;Pegawai 36;92;31/12/2022
;Pegawai 37;90;31/12/2022
;Pegawai 38;92;31/12/2022
;Pegawai 39;97;31/12/2022
;Pegawai 40;78;31/12/2022
;Pegawai 41;91;31/12/2022
;Pegawai 42;95;31/12/2022
;Pegawai 43;92;31/12/2022
;Pegawai 44;93;31/12/2022
;Pegawai 45;97;31/12/2022
;Pegawai 46;94;31/12/2022
;Pegawai 47;94;31/12/2022
;Pegawai 48;83;31/12/2022
;Pegawai 49;96;31/12/2022
;Pegawai 50;81;31/12/2022
;Pegawai 51;90;31/12/2022
;Pegawai 52;76;31/12/2022
;Pegawai 53;74;31/12/2022
;Pegawai 54;74;31/12/2022
;Pegawai 55;93;31/12/2022
;Pegawai 56;93;31/12/2022
;Pegawai 57;86;31/12/2022
;Pegawai 58;76;31/12/2022
;Pegawai 59;73;31/12/2022
;Pegawai 60;95;31/12/2022
;Pegawai 61;80;31/12/2022
;Pegawai 62;74;31/12/2022
;Pegawai 63;94;31/12/2022
;Pegawai 64;79;31/12/2022
;Pegawai 65;83;31/12/2022
;Pegawai 66;90;31/12/2022
;Pegawai 67;95;31/12/2022
;Pegawai 68;95;31/12/2022
;Pegawai 69;76;31/12/2022
;Pegawai 70;94;31/12/2022
;Pegawai 71;79;31/12/2022
;Pegawai 72;70;31/12/2022
;Pegawai 73;72;31/12/2022
;Pegawai 74;74;31/12/2022
;Pegawai 75;85;31/12/2022
;Pegawai 76;83;31/12/2022
;Pegawai 77;80;31/12/2022
;Pegawai 78;93;31/12/2022
;Pegawai 79;98;31/12/2022
;Pegawai 80;93;31/12/2022
;Pegawai 81;86;31/12/2022
;Pegawai 82;93;31/12/2022
;Pegawai 83;71;31/12/2022
;Pegawai 84;98;31/12/2022
;Pegawai 85;94;31/12/2022
;Pegawai 86;84;31/12/2022
;Pegawai 87;92;31/12/2022
;Pegawai 88;76;31/12/2022
;Pegawai 89;77;31/12/2022
;Pegawai 90;96;31/12/2022
;Pegawai 91;99;31/12/2022
;Pegawai 92;90;31/12/2022
;Pegawai 93;90;31/12/2022
;Pegawai 94;96;31/12/2022
;Pegawai 95;97;31/12/2022
;Pegawai 96;86;31/12/2022
;Pegawai 97;84;31/12/2022
;Pegawai 98;85;31/12/2022
;Pegawai 99;80;31/12/2022
;Pegawai 100;90;31/12/2022
;Pegawai 101;82;31/12/2022
;Pegawai 102;79;31/12/2022
;Pegawai 103;85;31/12/2022
;Pegawai 104;82;31/12/2022
;Pegawai 105;85;31/12/2022
;Pegawai 106;95;31/12/2022
;Pegawai 107;79;31/12/2022
;Pegawai 108;96;31/12/2022
;Pegawai 109;87;31/12/2022
;Pegawai 110;92;31/12/2022
;Pegawai 111;77;31/12/2022
;Pegawai 112;86;31/12/2022
;Pegawai 113;75;31/12/2022
;Pegawai 114;83;31/12/2022
;Pegawai 115;84;31/12/2022
;Pegawai 116;99;31/12/2022
;Pegawai 117;90;31/12/2022
;Pegawai 118;93;31/12/2022
;Pegawai 119;73;31/12/2022
;Pegawai 120;98;31/12/2022
;Pegawai 121;82;31/12/2022
;Pegawai 122;71;31/12/2022
;Pegawai 123;81;31/12/2022
;Pegawai 124;97;31/12/2022
;Pegawai 125;77;31/12/2022
;Pegawai 126;98;31/12/2022
;Pegawai 127;73;31/12/2022
;Pegawai 128;79;31/12/2022
;Pegawai 129;76;31/12/2022
;Pegawai 130;75;31/12/2022
;Pegawai 131;94;31/12/2022
;Pegawai 132;77;31/12/2022
;Pegawai 133;75;31/12/2022
;Pegawai 134;95;31/12/2022
;Pegawai 135;70;31/12/2022
;Pegawai 136;92;31/12/2022
;Pegawai 137;95;31/12/2022
;Pegawai 138;82;31/12/2022
;Pegawai 139;96;31/12/2022
;Pegawai 140;84;31/12/2022
;Pegawai 141;75;31/12/2022
;Pegawai 142;90;31/12/2022
;Pegawai 143;96;31/12/2022
;Pegawai 144;80;31/12/2022
;Pegawai 145;77;31/12/2022
;Pegawai 146;85;31/12/2022
;Pegawai 147;75;31/12/2022
;Pegawai 148;77;31/12/2022
;Pegawai 149;80;31/12/2022
;Pegawai 150;92;31/12/2022
;Pegawai 151;73;31/12/2022
;Pegawai 152;78;31/12/2022
;Pegawai 153;89;31/12/2022
;Pegawai 154;71;31/12/2022
;Pegawai 155;81;31/12/2022
;Pegawai 156;92;31/12/2022
;Pegawai 157;90;31/12/2022
;Pegawai 158;83;31/12/2022
;Pegawai 159;90;31/12/2022
;Pegawai 160;90;31/12/2022
;Pegawai 161;84;31/12/2022
;Pegawai 162;74;31/12/2022
;Pegawai 163;70;31/12/2022
;Pegawai 164;83;31/12/2022
;Pegawai 165;70;31/12/2022
;Pegawai 166;74;31/12/2022
;Pegawai 167;78;31/12/2022
;Pegawai 168;90;31/12/2022
;Pegawai 169;75;31/12/2022
;Pegawai 170;77;31/12/2022
;Pegawai 171;91;31/12/2022
;Pegawai 172;92;31/12/2022
;Pegawai 173;85;31/12/2022
;Pegawai 174;79;31/12/2022
;Pegawai 175;73;31/12/2022
;Pegawai 176;71;31/12/2022
;Pegawai 177;89;31/12/2022
;Pegawai 178;76;31/12/2022
;Pegawai 179;98;31/12/2022
;Pegawai 180;72;31/12/2022
;Pegawai 181;83;31/12/2022
;Pegawai 182;72;31/12/2022
;Pegawai 183;94;31/12/2022
;Pegawai 184;80;31/12/2022
;Pegawai 185;90;31/12/2022
;Pegawai 186;83;31/12/2022
;Pegawai 187;84;31/12/2022
;Pegawai 188;77;31/12/2022
;Pegawai 189;85;31/12/2022
;Pegawai 190;72;31/12/2022
;Pegawai 191;95;31/12/2022
;Pegawai 192;77;31/12/2022
;Pegawai 193;79;31/12/2022
;Pegawai 194;76;31/12/2022
;Pegawai 195;91;31/12/2022
;Pegawai 196;77;31/12/2022
;Pegawai 197;87;31/12/2022
;Pegawai 198;74;31/12/2022
;Pegawai 199;74;31/12/2022
;Pegawai 200;99;31/12/2022
;Pegawai 201;97;31/12/2022
;Pegawai 202;87;31/12/2022
;Pegawai 203;88;31/12/2022
;Pegawai 204;71;31/12/2022
;Pegawai 205;76;31/12/2022
;Pegawai 206;74;31/12/2022
;Pegawai 207;70;31/12/2022
;Pegawai 208;94;31/12/2022
;Pegawai 209;87;31/12/2022
;Pegawai 210;92;31/12/2022
;Pegawai 211;82;31/12/2022
;Pegawai 212;91;31/12/2022
;Pegawai 213;83;31/12/2022
;Pegawai 214;75;31/12/2022
;Pegawai 215;89;31/12/2022
;Pegawai 216;70;31/12/2022
;Pegawai 217;79;31/12/2022
;Pegawai 218;80;31/12/2022
;Pegawai 219;89;31/12/2022
;Pegawai 220;93;31/12/2022
;Pegawai 221;78;31/12/2022
;Pegawai 222;85;31/12/2022
;Pegawai 223;73;31/12/2022
;Pegawai 224;70;31/12/2022
;Pegawai 225;84;31/12/2022
;Pegawai 226;70;31/12/2022
;Pegawai 227;97;31/12/2022
;Pegawai 228;98;31/12/2022
;Pegawai 229;75;31/12/2022
;Pegawai 230;91;31/12/2022
;Pegawai 231;89;31/12/2022
;Pegawai 232;77;31/12/2022
;Pegawai 233;76;31/12/2022
;Pegawai 234;82;31/12/2022
;Pegawai 235;82;31/12/2022
;Pegawai 236;99;31/12/2022
;Pegawai 237;85;31/12/2022
;Pegawai 238;94;31/12/2022
;Pegawai 239;79;31/12/2022
;Pegawai 240;85;31/12/2022
;Pegawai 241;76;31/12/2022
;Pegawai 242;97;31/12/2022
;Pegawai 243;95;31/12/2022
;Pegawai 244;76;31/12/2022
;Pegawai 245;96;31/12/2022
;Pegawai 246;87;31/12/2022
;Pegawai 247;97;31/12/2022
;Pegawai 248;82;31/12/2022
;Pegawai 249;80;31/12/2022
;Pegawai 250;97;31/12/2022
;Pegawai 251;75;31/12/2022
;Pegawai 252;72;31/12/2022
;Pegawai 253;91;31/12/2022
;Pegawai 254;99;31/12/2022
;Pegawai 255;86;31/12/2022
;Pegawai 256;90;31/12/2022
;Pegawai 257;80;31/12/2022
;Pegawai 258;94;31/12/2022
;Pegawai 259;93;31/12/2022
;Pegawai 260;91;31/12/2022
;Pegawai 261;80;31/12/2022
;Pegawai 262;92;31/12/2022
;Pegawai 263;72;31/12/2022
;Pegawai 264;90;31/12/2022
;Pegawai 265;94;31/12/2022
;Pegawai 266;93;31/12/2022
;Pegawai 267;95;31/12/2022
